gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM14_RS01860	295769	296572	D	dkgB	2,5-didehydrogluconate reductase,2,5-didehydrogluconate reductase DkgB	dkgB	NC_016856.1	WP_000154871.1	588858	NA	NA	STM14_RS01860,dkgB,WP_000154871.1,RS01860	WP_000154871.1,2,5-didehydrogluconate reductase,DkgB
STM14_RS01865	296593	297507	R	STM14_RS01865	LysR family transcriptional regulator,LysR family transcriptional regulator	STM14_RS01865	NC_016856.1	WP_000648534.1	588858	HTH_1	-	STM14_RS01865,WP_000648534.1,RS01865,PF00126.26	WP_000648534.1,LysR family transcriptional regulator,HTH_1
STM14_RS01870	297612	298787	D	STM14_RS01870	MFS transporter,MFS transporter	STM14_RS01870	NC_016856.1	WP_001127538.1	588858	NA	NA	STM14_RS01870,WP_001127538.1,RS01870	WP_001127538.1,MFS transporter
STM14_RS01875	298919	299719	D	STM14_RS01875	EEP domain-containing protein,EEP domain-containing protein	STM14_RS01875	NC_016856.1	WP_001230968.1	588858	NA	NA	STM14_RS01875,WP_001230968.1,RS01875	WP_001230968.1,EEP domain-containing protein
STM14_RS01880	299797	300567	D	STM14_RS01880	class I SAM-dependent methyltransferase,class I SAM-dependent methyltransferase	STM14_RS01880	NC_016856.1	WP_000207224.1	588858	NA	NA	STM14_RS01880,WP_000207224.1,RS01880	WP_000207224.1,class I SAM-dependent methyltransferase
STM14_RS01885	300623	301990	R	STM14_RS01885	murein transglycosylase D,murein transglycosylase D	STM14_RS01885	NC_016856.1	WP_000644706.1	588858	NA	NA	STM14_RS01885,WP_000644706.1,RS01885	WP_000644706.1,murein transglycosylase D
STM14_RS01890	302062	302817	R	STM14_RS01890	hydroxyacylglutathione hydrolase,hydroxyacylglutathione hydrolase	STM14_RS01890	NC_016856.1	WP_001052775.1	588858	NA	NA	STM14_RS01890,WP_001052775.1,RS01890	WP_001052775.1,hydroxyacylglutathione hydrolase
STM14_RS01895	302852	303574	D	STM14_RS01895	class I SAM-dependent methyltransferase,class I SAM-dependent methyltransferase	STM14_RS01895	NC_016856.1	WP_000801238.1	588858	NA	NA	STM14_RS01895,WP_000801238.1,RS01895	WP_000801238.1,class I SAM-dependent methyltransferase
STM14_RS01900	303571	304038	R	STM14_RS01900	ribonuclease HI,ribonuclease HI	STM14_RS01900	NC_016856.1	WP_000917872.1	588858	NA	NA	STM14_RS01900,WP_000917872.1,RS01900	WP_000917872.1,ribonuclease HI
STM14_RS01905	304102	304833	D	STM14_RS01905	DNA polymerase III subunit epsilon,DNA polymerase III subunit epsilon	STM14_RS01905	NC_016856.1	WP_001670675.1	588858	NA	NA	STM14_RS01905,WP_001670675.1,RS01905	WP_001670675.1,DNA polymerase III subunit epsilon
STM14_RS01910	304967	305043	NA	STM14_RS01910	tRNA-Asp	STM14_RS01910	NA	NA	NA	NA	NA	STM14_RS01910,RS01910	
STM14_RS01915	305365	306420	R	STM14_0313	Putative cytoplasmic protein,hypothetical protein	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000367626.1	588858	NA	NA	STM14_RS01915,STM14_0313,WP_000367626.1,RS01915	WP_000367626.1,Putative cytoplasmic protein
STM14_RS01920	306431	307426	R	tssG	type VI secretion system baseplate subunit,type VI secretion system baseplate subunit TssG	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000145244.1	588858	NA	NA	STM14_RS01920,tssG,WP_000145244.1,RS01920	WP_000145244.1,TssG,type VI secretion system baseplate subunit
STM14_RS01925	307423	309306	R	tssF	type VI secretion system baseplate subunit,type VI secretion system baseplate subunit TssF	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000371510.1	588858	NA	NA	STM14_RS01925,tssF,WP_000371510.1,RS01925	WP_000371510.1,TssF,type VI secretion system baseplate subunit
STM14_RS01930	309322	309816	R	tssE	type VI secretion system baseplate subunit,type VI secretion system baseplate subunit TssE	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000108007.1	588858	NA	NA	STM14_RS01930,tssE,WP_000108007.1,RS01930	WP_000108007.1,TssE,type VI secretion system baseplate subunit
STM14_RS01935	309813	310637	R	STM14_0317	Putative cytoplasmic protein,hypothetical protein	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000750535.1	588858	NA	NA	STM14_RS01935,STM14_0317,WP_000750535.1,RS01935	WP_000750535.1,Putative cytoplasmic protein
STM14_RS01940	310624	311526	R	tagK	type VI secretion system-associated protein,type VI secretion system-associated protein TagK	tagK // STM14_0317 // tssE // tssF // tssG // STM14_0313	NC_016856.1	WP_000806681.1	588858	NA	NA	STM14_RS01940,tagK,WP_000806681.1,RS01940	WP_000806681.1,TagK,type VI secretion system-associated protein
STM14_RS01950	311894	314533	D	tssH	type VI secretion system ATPase,type VI secretion system ATPase TssH	tssH	NC_016856.1	WP_000449778.1	588858	NA	NA	STM14_RS01950,tssH,WP_000449778.1,RS01950	WP_000449778.1,TssH,type VI secretion system ATPase
STM14_RS01955	314633	315175	D	STM14_RS01955	type VI secretion system contractile sheath small subunit,type VI secretion system contractile sheath small subunit	STM14_RS01960 // STM14_RS01955	NC_016856.1	WP_000996817.1	588858	NA	NA	STM14_RS01955,WP_000996817.1,RS01955	WP_000996817.1,type VI secretion system contractile sheath small subunit
STM14_RS01960	315199	316692	D	STM14_RS01960	type VI secretion system contractile sheath large subunit,type VI secretion system contractile sheath large subunit	STM14_RS01960 // STM14_RS01955	NC_016856.1	WP_000013879.1	588858	NA	NA	STM14_RS01960,WP_000013879.1,RS01960	WP_000013879.1,type VI secretion system contractile sheath large subunit
STM14_RS25840	316755	316865	D	sirA	invasol,invasol SirA	sirA	NC_016856.1	WP_010988967.1	588858	NA	NA	STM14_RS25840,sirA,WP_010988967.1,RS25840	WP_010988967.1,invasol,SirA
STM14_RS01965	316992	317324	D	STM14_RS01965	hypothetical protein,hypothetical protein	STM14_RS01965	NC_016856.1	WP_014344502.1	588858	NA	NA	STM14_RS01965,WP_014344502.1,RS01965	WP_014344502.1,hypothetical protein
STM14_RS01970	317578	318063	D	STM14_RS01970	type VI secretion system effector,type VI secretion system effector	STM14_RS25845 // STM14_RS01970	NC_016856.1	WP_000312802.1	588858	NA	NA	STM14_RS01970,WP_000312802.1,RS01970	WP_000312802.1,type VI secretion system effector
STM14_RS25845	318083	318238	D	STM14_RS25845	hypothetical protein,hypothetical protein	STM14_RS25845 // STM14_RS01970	NC_016856.1	WP_001541860.1	588858	NA	NA	STM14_RS25845,WP_001541860.1,RS25845	WP_001541860.1,hypothetical protein
STM14_RS01975	318368	318853	D	STM14_0325	Putative cytoplasmic protein,hypothetical protein	STM14_0326 // STM14_0325	NC_016856.1	WP_001081550.1	588858	NA	NA	STM14_RS01975,STM14_0325,WP_001081550.1,RS01975	WP_001081550.1,Putative cytoplasmic protein
STM14_RS01980	318838	319221	D	STM14_0326	Putative periplasmic protein,hypothetical protein	STM14_0326 // STM14_0325	NC_016856.1	WP_000379146.1	588858	NA	NA	STM14_RS01980,STM14_0326,WP_000379146.1,RS01980	WP_000379146.1,Putative periplasmic protein
STM14_RS01985	319364	319849	D	hcp	type VI secretion system tube protein,type VI secretion system tube protein Hcp	hcp	NC_016856.1	WP_000119443.1	588858	NA	NA	STM14_RS01985,hcp,WP_000119443.1,RS01985	WP_000119443.1,Hcp,type VI secretion system tube protein
STM14_RS01990	319916	320452	D	tssJ	type VI secretion system lipoprotein,type VI secretion system lipoprotein TssJ	STM14_RS02005 // tssL // tssK // tssJ	NC_016856.1	WP_001007106.1	588858	NA	NA	STM14_RS01990,tssJ,WP_001007106.1,RS01990	WP_001007106.1,TssJ,type VI secretion system lipoprotein
STM14_RS01995	320456	321799	D	tssK	type VI secretion system baseplate subunit,type VI secretion system baseplate subunit TssK	STM14_RS02005 // tssL // tssK // tssJ	NC_016856.1	WP_000118732.1	588858	NA	NA	STM14_RS01995,tssK,WP_000118732.1,RS01995	WP_000118732.1,TssK,type VI secretion system baseplate subunit
STM14_RS02000	321796	323100	D	tssL	type VI secretion system protein,type VI secretion system protein TssL	STM14_RS02005 // tssL // tssK // tssJ	NC_016856.1	WP_000132483.1	588858	NA	NA	STM14_RS02000,tssL,WP_000132483.1,RS02000	WP_000132483.1,TssL,type VI secretion system protein
STM14_RS02005	323105	323878	D	STM14_RS02005	membrane protein,membrane protein	STM14_RS02005 // tssL // tssK // tssJ	NC_016856.1	WP_000976553.1	588858	NA	NA	STM14_RS02005,WP_000976553.1,RS02005	WP_000976553.1,membrane protein
STM14_RS24380	323885	324112	R	STM14_RS24380	hypothetical protein,hypothetical protein	STM14_RS24380	NC_016856.1	WP_071526812.1	588858	NA	NA	STM14_RS24380,WP_071526812.1,RS24380	WP_071526812.1,hypothetical protein
STM14_RS02010	324081	324512	D	STM14_RS02010	Shiga toxin A subunit,Shiga toxin A subunit	STM14_RS02030 // STM14_RS02025 // STM14_RS02020 // tssM // STM14_RS02010	NC_016856.1	WP_000227044.1	588858	NA	NA	STM14_RS02010,WP_000227044.1,RS02010	WP_000227044.1,Shiga toxin A subunit
STM14_RS02015	324546	328415	D	tssM	type VI secretion system membrane subunit,type VI secretion system membrane subunit TssM	STM14_RS02030 // STM14_RS02025 // STM14_RS02020 // tssM // STM14_RS02010	NC_016856.1	WP_001168961.1	588858	NA	NA	STM14_RS02015,tssM,WP_001168961.1,RS02015	WP_001168961.1,TssM,type VI secretion system membrane subunit
STM14_RS02020	328415	329203	D	STM14_RS02020	DUF2094 domain-containing protein,DUF2094 domain-containing protein	STM14_RS02030 // STM14_RS02025 // STM14_RS02020 // tssM // STM14_RS02010	NC_016856.1	WP_001254137.1	588858	NA	NA	STM14_RS02020,WP_001254137.1,RS02020	WP_001254137.1,DUF2094 domain-containing protein
STM14_RS02025	329200	329616	D	STM14_RS02025	DUF2195 domain-containing protein,DUF2195 domain-containing protein	STM14_RS02030 // STM14_RS02025 // STM14_RS02020 // tssM // STM14_RS02010	NC_016856.1	WP_001596567.1	588858	NA	NA	STM14_RS02025,WP_001596567.1,RS02025	WP_001596567.1,DUF2195 domain-containing protein
STM14_RS02030	329640	330161	D	STM14_RS02030	DUF2778 domain-containing protein,DUF2778 domain-containing protein	STM14_RS02030 // STM14_RS02025 // STM14_RS02020 // tssM // STM14_RS02010	NC_016856.1	WP_000968384.1	588858	NA	NA	STM14_RS02030,WP_000968384.1,RS02030	WP_000968384.1,DUF2778 domain-containing protein
STM14_RS24385	330303	330512	D	STM14_RS24385	hypothetical protein,hypothetical protein	STM14_RS24385	NC_016856.1	WP_001751266.1	588858	NA	NA	STM14_RS24385,WP_001751266.1,RS24385	WP_001751266.1,hypothetical protein
STM14_RS02035	330558	332747	D	vgrG	type VI secretion system tip protein,type VI secretion system tip protein VgrG	STM14_RS02050 // rhs // STM14_RS02040 // vgrG	NC_016856.1	WP_000011535.1	588858	NA	NA	STM14_RS02035,vgrG,WP_000011535.1,RS02035	WP_000011535.1,type VI secretion system tip protein,VgrG
STM14_RS02040	332771	333217	D	STM14_RS02040	DUF1795 domain-containing protein,DUF1795 domain-containing protein	STM14_RS02050 // rhs // STM14_RS02040 // vgrG	NC_016856.1	WP_000375832.1	588858	NA	NA	STM14_RS02040,WP_000375832.1,RS02040	WP_000375832.1,DUF1795 domain-containing protein
STM14_RS02045	333236	337330	D	rhs	type IV secretion protein,type IV secretion protein Rhs	STM14_RS02050 // rhs // STM14_RS02040 // vgrG	NC_016856.1	WP_000272656.1	588858	NA	NA	STM14_RS02045,rhs,WP_000272656.1,RS02045	WP_000272656.1,Rhs,type IV secretion protein
STM14_RS02050	337324	337587	D	STM14_RS02050	hypothetical protein,hypothetical protein	STM14_RS02050 // rhs // STM14_RS02040 // vgrG	NC_016856.1	WP_000932531.1	588858	NA	NA	STM14_RS02050,WP_000932531.1,RS02050	WP_000932531.1,hypothetical protein
STM14_RS02055	337780	338520	D	rhs	type IV secretion protein,type IV secretion protein Rhs	STM14_0342 // rhs	NC_016856.1	WP_001541863.1	588858	NA	NA	STM14_RS02055,rhs,WP_001541863.1,RS02055	WP_001541863.1,Rhs,type IV secretion protein
STM14_RS02060	338514	338960	D	STM14_0342	Putative cytoplasmic protein,hypothetical protein	STM14_0342 // rhs	NC_016856.1	WP_000935097.1	588858	NA	NA	STM14_RS02060,STM14_0342,WP_000935097.1,RS02060	WP_000935097.1,Putative cytoplasmic protein
STM14_RS02065	339523	339960	D	STM14_0345	Putative cytoplasmic protein,hypothetical protein	STM14_0345	NC_016856.1	WP_000943619.1	588858	NA	NA	STM14_RS02065,STM14_0345,WP_000943619.1,RS02065	WP_000943619.1,Putative cytoplasmic protein
STM14_RS02070	340013	340288	R	STM14_RS02070	type I addiction module toxin, SymE family,type I addiction module toxin, SymE family	STM14_RS02070	NC_016856.1	WP_000994224.1	588858	NA	NA	STM14_RS02070,WP_000994224.1,RS02070	WP_000994224.1, SymE family,type I addiction module toxin
STM14_RS25850	340416	340646	D	STM14_RS25850	hypothetical protein	STM14_RS25850	NC_016856.1	NA	588858	NA	NA	STM14_RS25850,RS25850	
STM14_RS02075	340729	341037	D	STM14_0348	Putative cytoplasmic protein,hypothetical protein	STM14_0348	NC_016856.1	WP_010988969.1	588858	NA	NA	STM14_RS02075,STM14_0348,WP_010988969.1,RS02075	WP_010988969.1,Putative cytoplasmic protein
STM14_RS24395	341139	341387	R	STM14_RS24395	type I toxin-antitoxin system SymE family toxin,type I toxin-antitoxin system SymE family toxin	STM14_RS24395	NC_016856.1	WP_001738030.1	588858	NA	NA	STM14_RS24395,WP_001738030.1,RS24395	WP_001738030.1,type I toxin-antitoxin system SymE family toxin
STM14_RS02085	341440	341637	D	STM14_RS02085	transposase,transposase	STM14_RS25855 // STM14_RS02085	NC_016856.1	WP_001224073.1	588858	NA	NA	STM14_RS02085,WP_001224073.1,RS02085	WP_001224073.1,transposase
STM14_RS25855	341559	342144	D	STM14_RS25855	hypothetical protein	STM14_RS25855 // STM14_RS02085	NC_016856.1	NA	588858	NA	NA	STM14_RS25855,RS25855	
STM14_RS02095	342894	343406	D	safA	Saf-pilin pilus formation protein,Saf-pilin pilus formation protein SafA	safA	NC_016856.1	WP_010988970.1	588858	NA	NA	STM14_RS02095,safA,WP_010988970.1,RS02095	WP_010988970.1,Saf-pilin pilus formation protein,SafA
STM14_RS02100	343490	344227	D	safB	pili assembly chaperone protein,pili assembly chaperone protein SafB	safD // STM14_RS02105 // safB	NC_016856.1	WP_001535430.1	588858	NA	NA	STM14_RS02100,safB,WP_001535430.1,RS02100	WP_001535430.1,pili assembly chaperone protein,SafB
STM14_RS02105	344251	346761	D	STM14_RS02105	fimbrial biogenesis outer membrane usher protein,fimbrial biogenesis outer membrane usher protein	safD // STM14_RS02105 // safB	NC_016856.1	WP_000669634.1	588858	NA	NA	STM14_RS02105,WP_000669634.1,RS02105	WP_000669634.1,fimbrial biogenesis outer membrane usher protein
STM14_RS02110	346783	347253	D	safD	pilin structural protein,pilin structural protein SafD	safD // STM14_RS02105 // safB	NC_016856.1	WP_000266939.1	588858	NA	NA	STM14_RS02110,safD,WP_000266939.1,RS02110	WP_000266939.1,pilin structural protein,SafD
STM14_RS02115	347659	348480	D	STM14_RS02115	carbohydrate transporter,carbohydrate transporter	STM14_RS02115	NC_016856.1	WP_000119390.1	588858	NA	NA	STM14_RS02115,WP_000119390.1,RS02115	WP_000119390.1,carbohydrate transporter
STM14_RS02120	348560	348820	D	perC	transcriptional activator,transcriptional activator PerC	perC	NC_016856.1	WP_001550229.1	588858	PerC	-	STM14_RS02120,perC,WP_001550229.1,RS02120,PF06069.10	WP_001550229.1,PerC,transcriptional activator,PerC
STM14_RS02130	349295	350242	D	STM14_RS02130	transcriptional regulator,transcriptional regulator	STM14_RS02130	NC_016856.1	WP_000970302.1	588858	HTH_1	-	STM14_RS02130,WP_000970302.1,RS02130,PF00126.26	WP_000970302.1,transcriptional regulator,HTH_1
STM14_RS02135	350359	350574	D	STM14_0359	Putative cytoplasmic protein,hypothetical protein	STM14_0359	NC_016856.1	WP_001575654.1	588858	NA	NA	STM14_RS02135,STM14_0359,WP_001575654.1,RS02135	WP_001575654.1,Putative cytoplasmic protein
STM14_RS02140	350578	351297	R	pagN	outer membrane protein,outer membrane protein PagN	pagN	NC_016856.1	WP_000787603.1	588858	NA	NA	STM14_RS02140,pagN,WP_000787603.1,RS02140	WP_000787603.1,outer membrane protein,PagN
STM14_RS02145	351628	352035	R	STM14_0362	VirG-like protein,hypothetical protein	STM14_0362	NC_016856.1	WP_000788200.1	588858	NA	NA	STM14_RS02145,STM14_0362,WP_000788200.1,RS02145	WP_000788200.1,VirG-like protein
STM14_RS02150	352406	353173	R	STM14_RS02150	amidohydrolase,amidohydrolase	STM14_RS02150	NC_016856.1	WP_000015789.1	588858	NA	NA	STM14_RS02150,WP_000015789.1,RS02150	WP_000015789.1,amidohydrolase
STM14_RS02155	353282	355726	R	fadE	acyl-CoA dehydrogenase,acyl-CoA dehydrogenase	fadE	NC_016856.1	WP_000973041.1	588858	NA	NA	STM14_RS02155,fadE,WP_000973041.1,RS02155	WP_000973041.1,acyl-CoA dehydrogenase,FadE
STM14_RS02160	355966	356544	D	STM14_RS02160	phosphoheptose isomerase,phosphoheptose isomerase	STM14_RS02160	NC_016856.1	WP_000284051.1	588858	NA	NA	STM14_RS02160,WP_000284051.1,RS02160	WP_000284051.1,phosphoheptose isomerase
STM14_RS02165	356757	357524	D	STM14_RS02165	class II glutamine amidotransferase,class II glutamine amidotransferase	STM14_RS02165	NC_016856.1	WP_000333387.1	588858	NA	NA	STM14_RS02165,WP_000333387.1,RS02165	WP_000333387.1,class II glutamine amidotransferase
STM14_RS02170	357495	358235	R	STM14_RS02170	transpeptidase,transpeptidase	STM14_RS02170	NC_016856.1	WP_001225658.1	588858	NA	NA	STM14_RS02170,WP_001225658.1,RS02170	WP_001225658.1,transpeptidase
STM14_RS02175	358485	359540	D	STM14_RS02175	DNA polymerase IV,DNA polymerase IV	STM14_RS02175	NC_016856.1	WP_001226198.1	588858	NA	NA	STM14_RS02175,WP_001226198.1,RS02175	WP_001226198.1,DNA polymerase IV
STM14_RS02180	359759	360891	D	STM14_RS02180	RNA ligase RtcB family protein	STM14_RS02185 // STM14_RS02180	NC_016856.1	NA	588858	NA	NA	STM14_RS02180,RS02180	
STM14_RS02185	360888	361502	D	STM14_RS02185	peptide chain release factor H,peptide chain release factor H	STM14_RS02185 // STM14_RS02180	NC_016856.1	WP_000602086.1	588858	NA	NA	STM14_RS02185,WP_000602086.1,RS02185	WP_000602086.1,peptide chain release factor H
STM14_RS02190	361658	363115	R	STM14_RS02190	cytosol nonspecific dipeptidase,cytosol nonspecific dipeptidase	STM14_RS02190	NC_016856.1	WP_001292977.1	588858	NA	NA	STM14_RS02190,WP_001292977.1,RS02190	WP_001292977.1,cytosol nonspecific dipeptidase
STM14_RS02195	363364	363822	D	STM14_RS02195	xanthine phosphoribosyltransferase,xanthine phosphoribosyltransferase	STM14_RS02195	NC_016856.1	WP_001292018.1	588858	NA	NA	STM14_RS02195,WP_001292018.1,RS02195	WP_001292018.1,xanthine phosphoribosyltransferase
STM14_RS02200	363911	365155	D	frsA	esterase,esterase	frsA	NC_016856.1	WP_000189588.1	588858	NA	NA	STM14_RS02200,frsA,WP_000189588.1,RS02200	WP_000189588.1,esterase,FrsA
STM14_RS02205	365213	365614	D	crl	sigma factor-binding protein,sigma factor-binding protein Crl	crl	NC_016856.1	WP_000174696.1	588858	Crl	-	STM14_RS02205,crl,WP_000174696.1,RS02205,PF07417.11	WP_000174696.1,Crl,sigma factor-binding protein,Crl
STM14_RS02210	365665	366717	R	phoE	phosphoporin,phosphoporin PhoE	phoE	NC_016856.1	WP_001043675.1	588858	NA	NA	STM14_RS02210,phoE,WP_001043675.1,RS02210	WP_001043675.1,outer membrane phosphoporin protein E,PhoE,PhoE // outer membrane phosphoporin protein E,phosphoporin
STM14_RS02215	367000	368103	D	STM14_RS02215	glutamate 5-kinase,glutamate 5-kinase	STM14_RS02220 // STM14_RS02215	NC_016856.1	WP_001285275.1	588858	NA	NA	STM14_RS02215,WP_001285275.1,RS02215	WP_001285275.1,glutamate 5-kinase
STM14_RS02220	368115	369365	D	STM14_RS02220	gamma-glutamyl-phosphate reductase,gamma-glutamyl-phosphate reductase	STM14_RS02220 // STM14_RS02215	NC_016856.1	WP_000893231.1	588858	NA	NA	STM14_RS02220,WP_000893231.1,RS02220	WP_000893231.1,gamma-glutamyl-phosphate reductase
STM14_RS02225	369481	369556	NA	STM14_RS02225	tRNA-Thr	STM14_RS02225	NA	NA	NA	NA	NA	STM14_RS02225,RS02225	
STM14_RS02230	369819	370598	R	STM14_RS02230	IS3 family transposase	STM14_RS02230	NC_016856.1	NA	588858	NA	NA	STM14_RS02230,RS02230	
STM14_RS24400	370609	371314	D	STM14_RS24400	glycerol dehydratase	STM14_RS24400	NC_016856.1	NA	588858	NA	NA	STM14_RS24400,RS24400	
STM14_RS02245	371424	371747	D	STM14_RS02245	DUF1889 domain-containing protein,DUF1889 domain-containing protein	STM14_RS02245	NC_016856.1	WP_001539227.1	588858	NA	NA	STM14_RS02245,WP_001539227.1,RS02245	WP_001539227.1,DUF1889 domain-containing protein
STM14_RS02250	372088	373326	D	STM14_RS02250	MFS transporter,MFS transporter	STM14_RS02250	NC_016856.1	WP_012543325.1	588858	NA	NA	STM14_RS02250,WP_012543325.1,RS02250	WP_012543325.1,MFS transporter
STM14_RS02255	373458	374879	D	STM14_RS02255	3-isopropylmalate dehydratase large subunit,3-isopropylmalate dehydratase large subunit	STM14_RS02275 // STM14_RS02270 // STM14_RS02265 // STM14_RS02260 // STM14_RS02255	NC_016856.1	WP_001274854.1	588858	NA	NA	STM14_RS02255,WP_001274854.1,RS02255	WP_001274854.1,3-isopropylmalate dehydratase large subunit
STM14_RS02260	374881	375507	D	STM14_RS02260	3-isopropylmalate dehydratase small subunit,3-isopropylmalate dehydratase small subunit	STM14_RS02275 // STM14_RS02270 // STM14_RS02265 // STM14_RS02260 // STM14_RS02255	NC_016856.1	WP_000379343.1	588858	NA	NA	STM14_RS02260,WP_000379343.1,RS02260	WP_000379343.1,3-isopropylmalate dehydratase small subunit
STM14_RS02265	375522	376400	D	STM14_RS02265	FAA hydrolase family protein,FAA hydrolase family protein	STM14_RS02275 // STM14_RS02270 // STM14_RS02265 // STM14_RS02260 // STM14_RS02255	NC_016856.1	WP_000780210.1	588858	NA	NA	STM14_RS02265,WP_000780210.1,RS02265	WP_000780210.1,FAA hydrolase family protein
STM14_RS02270	376400	377314	D	STM14_RS02270	alpha/beta hydrolase,alpha/beta hydrolase	STM14_RS02275 // STM14_RS02270 // STM14_RS02265 // STM14_RS02260 // STM14_RS02255	NC_016856.1	WP_000105593.1	588858	NA	NA	STM14_RS02270,WP_000105593.1,RS02270	WP_000105593.1,alpha/beta hydrolase
STM14_RS02275	377348	378313	D	STM14_RS02275	LysR family transcriptional regulator,LysR family transcriptional regulator	STM14_RS02275 // STM14_RS02270 // STM14_RS02265 // STM14_RS02260 // STM14_RS02255	NC_016856.1	WP_000859023.1	588858	HTH_1	TTDR_ECOLI	STM14_RS02275,WP_000859023.1,RS02275,PF00126.26	WP_000859023.1,LysR family transcriptional regulator,HTH_1
STM14_RS25860	378258	378530	R	STM14_0390	Putative cytoplasmic protein,hypothetical protein	STM14_0390	NC_016856.1	WP_001675688.1	588858	NA	NA	STM14_RS25860,STM14_0390,WP_001675688.1,RS25860	WP_001675688.1,Putative cytoplasmic protein
STM14_RS02285	379221	379619	D	STM14_RS02285	outer membrane protein,outer membrane protein	STM14_RS02285	NC_016856.1	WP_000766837.1	588858	NA	NA	STM14_RS02285,WP_000766837.1,RS02285	WP_000766837.1,outer membrane protein
STM14_RS02290	379666	380424	R	stbE	fimbrial assembly chaperone,fimbrial assembly chaperone StbE	stbB // STM14_RS02300 // stbD // stbE	NC_016856.1	WP_001247039.1	588858	NA	NA	STM14_RS02290,stbE,WP_001247039.1,RS02290	WP_001247039.1,fimbrial assembly chaperone,StbE
STM14_RS02295	380390	381715	R	stbD	fimbrial usher protein,fimbrial usher protein StbD	stbB // STM14_RS02300 // stbD // stbE	NC_016856.1	WP_000899100.1	588858	NA	NA	STM14_RS02295,stbD,WP_000899100.1,RS02295	WP_000899100.1,fimbrial usher protein,StbD
STM14_RS02300	381720	384287	R	STM14_RS02300	fimbrial biogenesis outer membrane usher protein,fimbrial biogenesis outer membrane usher protein	stbB // STM14_RS02300 // stbD // stbE	NC_016856.1	WP_000075343.1	588858	NA	NA	STM14_RS02300,WP_000075343.1,RS02300	WP_000075343.1,fimbrial biogenesis outer membrane usher protein
STM14_RS02305	384271	385032	R	stbB	fimbrial chaperone protein,fimbrial chaperone protein StbB	stbB // STM14_RS02300 // stbD // stbE	NC_016856.1	WP_000781488.1	588858	NA	NA	STM14_RS02305,stbB,WP_000781488.1,RS02305	WP_000781488.1,fimbrial chaperone protein,StbB
STM14_RS02310	385094	385630	R	STM14_RS02310	type 1 fimbrial protein,type 1 fimbrial protein	STM14_RS02310	NC_016856.1	WP_000062035.1	588858	NA	NA	STM14_RS02310,WP_000062035.1,RS02310	WP_000062035.1,type 1 fimbrial protein
STM14_RS24405	385733	385948	R	STM14_RS24405	hypothetical protein,hypothetical protein	STM14_RS24405	NC_016856.1	WP_071590654.1	588858	NA	NA	STM14_RS24405,WP_071590654.1,RS24405	WP_071590654.1,hypothetical protein
STM14_RS02315	386264	387028	D	STM14_RS02315	membrane protein,membrane protein	STM14_RS02315	NC_016856.1	WP_000968561.1	588858	NA	NA	STM14_RS02315,WP_000968561.1,RS02315	WP_000968561.1,membrane protein
STM14_RS25865	387001	387301	D	STM14_RS25865	hypothetical protein	STM14_RS25870 // STM14_RS25865	NC_016856.1	NA	588858	NA	NA	STM14_RS25865,RS25865	
STM14_RS25870	387298	387501	D	STM14_RS25870	hypothetical protein,hypothetical protein	STM14_RS25870 // STM14_RS25865	NC_016856.1	WP_000847579.1	588858	NA	NA	STM14_RS25870,WP_000847579.1,RS25870	WP_000847579.1,hypothetical protein
STM14_RS02325	387801	389375	D	STM14_RS02325	cyclic diguanylate phosphodiesterase,cyclic diguanylate phosphodiesterase	STM14_RS02325	NC_016856.1	WP_000868285.1	588858	NA	NA	STM14_RS02325,WP_000868285.1,RS02325	WP_000868285.1,cyclic diguanylate phosphodiesterase
STM14_RS02330	389475	390218	D	STM14_RS02330	transcriptional regulator,transcriptional regulator	STM14_RS02330	NC_016856.1	WP_000081378.1	588858	NA	NA	STM14_RS02330,WP_000081378.1,RS02330	WP_000081378.1,transcriptional regulator
STM14_RS02335	390191	390679	D	STM14_0402	Putative inner membrane protein,hypothetical protein	STM14_0402	NC_016856.1	WP_000545421.1	588858	NA	NA	STM14_RS02335,STM14_0402,WP_000545421.1,RS02335	WP_000545421.1,Putative inner membrane protein
STM14_RS02340	391081	391605	D	STM14_RS02340	membrane protein,membrane protein	STM14_RS02340	NC_016856.1	WP_000830238.1	588858	NA	NA	STM14_RS02340,WP_000830238.1,RS02340	WP_000830238.1,membrane protein
STM14_RS02345	391749	392390	D	STM14_RS02345	helix-turn-helix transcriptional regulator,helix-turn-helix transcriptional regulator	STM14_RS02350 // STM14_RS02345	NC_016856.1	WP_000610820.1	588858	GerE	-	STM14_RS02345,WP_000610820.1,RS02345,PF00196.18	WP_000610820.1,helix-turn-helix transcriptional regulator,GerE
