gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM474_RS06115	1281238	1282488	D	icd	NADP-dependent isocitrate dehydrogenase,NADP-dependent isocitrate dehydrogenase	icd	NC_016857.1	WP_000444508.1	909946	NA	NA	STM474_RS06115,icd,WP_000444508.1,RS06115	WP_000444508.1,Icd,NADP-dependent isocitrate dehydrogenase
STM474_RS06120	1282936	1284060	D	sopF	type III secretion system effector SopF,DUF3626 domain-containing protein	sopF	NC_016857.1	WP_000917257.1	909946	NA	NA	STM474_RS06120,sopF,WP_000917257.1,RS06120	WP_000917257.1,SopF,type III secretion system effector SopF
STM474_RS06130	1285042	1285830	R	STM474_RS06130	hypothetical protein,hypothetical protein	STM474_RS06130	NC_016857.1	WP_001033407.1	909946	NA	NA	STM474_RS06130,WP_001033407.1,RS06130	WP_001033407.1,hypothetical protein
STM474_RS06135	1286319	1286558	R	msgA	virulence protein MsgA,virulence protein MsgA	msgA	NC_016857.1	WP_000497451.1	909946	NA	NA	STM474_RS06135,msgA,WP_000497451.1,RS06135	WP_000497451.1,MsgA,virulence protein MsgA
STM474_RS06140	1286749	1287270	R	STM474_RS06140	ricin-type beta-trefoil lectin domain protein,lipoprotein	STM474_RS06140	NC_016857.1	WP_001520581.1	909946	NA	NA	STM474_RS06140,WP_001520581.1,RS06140	WP_001520581.1,ricin-type beta-trefoil lectin domain protein
STM474_RS06145	1287685	1287897	R	cspF	cold shock-like protein CspF,cold-shock protein CspH	cspF	NC_016857.1	WP_001537306.1	909946	CSD	-	STM474_RS06145,cspF,WP_001537306.1,RS06145,PF00313.21	WP_001537306.1,cold shock-like protein CspF,CspF,CSD
STM474_RS06150	1288029	1288292	R	pagD	virulence protein PagD,virulence protein PagD	pagD	NC_016857.1	WP_001535993.1	909946	NA	NA	STM474_RS06150,pagD,WP_001535993.1,RS06150	WP_001535993.1,PagD,virulence protein PagD
STM474_RS06165	1289104	1289661	D	pagC	virulence membrane protein PagC,virulence membrane protein PagC	pagC	NC_016857.1	WP_000789471.1	909946	NA	NA	STM474_RS06165,pagC,WP_000789471.1,RS06165	WP_000789471.1,PagC,virulence membrane protein PagC
STM474_RS06175	1290067	1290143	NA	STM474_RS06175	tRNA-Arg	STM474_RS06175	NA	NA	NA	NA	NA	STM474_RS06175,RS06175	
STM474_RS06180	1290898	1291242	R	STM474_RS06180	c-type lysozyme inhibitor,lysozyme inhibitor	STM474_RS06180	NC_016857.1	WP_000977725.1	909946	NA	NA	STM474_RS06180,WP_000977725.1,RS06180	WP_000977725.1,c-type lysozyme inhibitor
STM474_RS26590	1291945	1292217	D	STM474_RS26590	hypothetical protein,hypothetical protein	STM474_RS26590	NC_016857.1	WP_000480529.1	909946	NA	NA	STM474_RS26590,WP_000480529.1,RS26590	WP_000480529.1,hypothetical protein
STM474_RS06205	1292369	1292836	D	STM474_RS06205	Hsp20 family protein,heat-shock protein	STM474_RS06205	NC_016857.1	WP_001518864.1	909946	NA	NA	STM474_RS06205,WP_001518864.1,RS06205	WP_001518864.1,Hsp20 family protein
STM474_RS06215	1293175	1294218	D	STM474_RS06215	exo-alpha-sialidase,hypothetical protein	STM474_RS06215	NC_016857.1	WP_000761746.1	909946	NA	NA	STM474_RS06215,WP_000761746.1,RS06215	WP_000761746.1,exo-alpha-sialidase
STM474_RS06220	1294301	1294831	R	STM474_RS06220	cytochrome b,cytochrome b	STM474_RS06220	NC_016857.1	WP_000929982.1	909946	NA	NA	STM474_RS06220,WP_000929982.1,RS06220	WP_000929982.1,cytochrome b
STM474_RS06225	1294980	1295294	R	STM474_RS06225	TRL-like family protein,hypothetical protein	STM474_RS06225	NC_016857.1	WP_000182479.1	909946	NA	NA	STM474_RS06225,WP_000182479.1,RS06225	WP_000182479.1,TRL-like family protein
STM474_RS06230	1295976	1297610	D	STM474_RS06230	ABC transporter substrate-binding protein,ABC transporter substrate-binding protein	STM474_RS06250 // STM474_RS06245 // STM474_RS06240 // STM474_RS06235 // STM474_RS06230	NC_016857.1	WP_000946082.1	909946	NA	NA	STM474_RS06230,WP_000946082.1,RS06230	WP_000946082.1,ABC transporter substrate-binding protein
STM474_RS06235	1297610	1298584	D	STM474_RS06235	ABC transporter permease,ABC transporter permease	STM474_RS06250 // STM474_RS06245 // STM474_RS06240 // STM474_RS06235 // STM474_RS06230	NC_016857.1	WP_001520270.1	909946	NA	NA	STM474_RS06235,WP_001520270.1,RS06235	WP_001520270.1,ABC transporter permease
STM474_RS06240	1298574	1299386	D	STM474_RS06240	ABC transporter permease,ABC transporter permease	STM474_RS06250 // STM474_RS06245 // STM474_RS06240 // STM474_RS06235 // STM474_RS06230	NC_016857.1	WP_000966645.1	909946	NA	NA	STM474_RS06240,WP_000966645.1,RS06240	WP_000966645.1,ABC transporter permease
STM474_RS06245	1299380	1300177	D	STM474_RS06245	ATP-binding cassette domain-containing protein,ABC transporter ATP-binding protein	STM474_RS06250 // STM474_RS06245 // STM474_RS06240 // STM474_RS06235 // STM474_RS06230	NC_016857.1	WP_000950207.1	909946	NA	NA	STM474_RS06245,WP_000950207.1,RS06245	WP_000950207.1,ATP-binding cassette domain-containing protein
STM474_RS06250	1300171	1300761	D	STM474_RS06250	ATP-binding cassette domain-containing protein,ABC transporter ATP-binding protein	STM474_RS06250 // STM474_RS06245 // STM474_RS06240 // STM474_RS06235 // STM474_RS06230	NC_016857.1	WP_000947460.1	909946	NA	NA	STM474_RS06250,WP_000947460.1,RS06250	WP_000947460.1,ATP-binding cassette domain-containing protein
STM474_RS06255	1300843	1301976	R	STM474_RS06255	mechanosensitive ion channel family protein,mechanosensitive ion channel family protein	STM474_RS06255	NC_016857.1	WP_000456065.1	909946	NA	NA	STM474_RS06255,WP_000456065.1,RS06255	WP_000456065.1,mechanosensitive ion channel family protein
STM474_RS06260	1302170	1302496	D	STM474_RS06260	four-helix bundle copper-binding protein,four-helix bundle copper-binding protein	STM474_RS06265 // STM474_RS06260	NC_016857.1	WP_001183702.1	909946	NA	NA	STM474_RS06260,WP_001183702.1,RS06260	WP_001183702.1,four-helix bundle copper-binding protein
STM474_RS06265	1302505	1302581	NA	STM474_RS06265	tRNA-Arg	STM474_RS06265 // STM474_RS06260	NA	NA	NA	NA	NA	STM474_RS06265,RS06265	
STM474_RS06270	1302693	1303340	D	zinT	metal-binding protein ZinT,metal-binding protein ZinT	zinT	NC_016857.1	WP_000234685.1	909946	NA	NA	STM474_RS06270,zinT,WP_000234685.1,RS06270	WP_000234685.1,metal-binding protein ZinT,ZinT
STM474_RS06275	1303449	1304237	D	aadA	cryptic aminoglycoside nucleotidyltransferase ANT(3'')/ANT(9),cryptic aminoglycoside nucleotidyltransferase ANT(3'')/ANT(9)	aadA	NC_016857.1	WP_000175803.1	909946	NA	NA	STM474_RS06275,aadA,WP_000175803.1,RS06275	WP_000175803.1,AadA,cryptic aminoglycoside nucleotidyltransferase ANT(3'')/ANT(9)
STM474_RS06280	1304382	1304975	D	STM474_RS06280	helix-turn-helix transcriptional regulator,LuxR family transcriptional regulator	STM474_RS06280	NC_016857.1	WP_001738208.1	909946	NA	NA	STM474_RS06280,WP_001738208.1,RS06280	WP_001738208.1,helix-turn-helix transcriptional regulator
STM474_RS06285	1305044	1305892	D	STM474_RS06285	MerR family transcriptional regulator,transcriptional regulator	STM474_RS06285	NC_016857.1	WP_000190263.1	909946	MerR_1	-	STM474_RS06285,WP_000190263.1,RS06285,PF13411.5	WP_000190263.1,MerR family transcriptional regulator,MerR_1
STM474_RS06290	1306147	1306395	R	STM474_RS06290	hypothetical protein,hypothetical protein	STM474_RS06290	NC_016857.1	WP_000208089.1	909946	-	ARIR_ECOLI	STM474_RS06290,WP_000208089.1,RS06290,-	WP_000208089.1,hypothetical protein,-
STM474_RS06295	1306474	1306623	R	STM474_RS06295	hypothetical protein,hypothetical protein	STM474_RS06295	NC_016857.1	WP_000908464.1	909946	NA	NA	STM474_RS06295,WP_000908464.1,RS06295	WP_000908464.1,hypothetical protein
STM474_RS06300	1306706	1307251	D	STM474_RS06300	chorismate mutase,chorismate mutase	STM474_RS06300	NC_016857.1	WP_000617985.1	909946	NA	NA	STM474_RS06300,WP_000617985.1,RS06300	WP_000617985.1,chorismate mutase
STM474_RS06305	1307448	1308086	D	leuE	leucine efflux protein LeuE,leucine efflux protein	leuE	NC_016857.1	WP_000457190.1	909946	NA	NA	STM474_RS06305,leuE,WP_000457190.1,RS06305	WP_000457190.1,leucine efflux protein LeuE,LeuE
STM474_RS06310	1308259	1308620	D	STM474_RS06310	DUF1971 domain-containing protein,hypothetical protein	STM474_RS06315 // STM474_RS06310	NC_016857.1	NA	909946	NA	NA	STM474_RS06310,RS06310	
STM474_RS06315	1308623	1308805	D	STM474_RS06315	DUF1869 domain-containing protein,DUF1869 domain-containing protein	STM474_RS06315 // STM474_RS06310	NC_016857.1	WP_000513733.1	909946	NA	NA	STM474_RS06315,WP_000513733.1,RS06315	WP_000513733.1,DUF1869 domain-containing protein
STM474_RS06320	1309035	1309676	D	STM474_RS06320	hypothetical protein,hypothetical protein	STM474_RS06320	NC_016857.1	WP_000762776.1	909946	NA	NA	STM474_RS06320,WP_000762776.1,RS06320	WP_000762776.1,hypothetical protein
STM474_RS06330	1309991	1310239	D	STM474_RS06330	GlsB/YeaQ/YmgE family stress response membrane protein,GlsB/YeaQ/YmgE family stress response membrane protein	STM474_RS06330	NC_016857.1	WP_000512149.1	909946	NA	NA	STM474_RS06330,WP_000512149.1,RS06330	WP_000512149.1,GlsB/YeaQ/YmgE family stress response membrane protein
STM474_RS26955	1310378	1310476	NA	STM474_RS26955	YoaK family small membrane protein	STM474_RS26955	NA	NA	NA	NA	NA	STM474_RS26955,RS26955	YoaK family small membrane protein
STM474_RS06335	1310672	1310923	D	STM474_RS06335	DUF333 domain-containing protein,DUF333 domain-containing protein	STM474_RS06335	NC_016857.1	WP_000673492.1	909946	NA	NA	STM474_RS06335,WP_000673492.1,RS06335	WP_000673492.1,DUF333 domain-containing protein
STM474_RS06340	1310992	1311303	D	STM474_RS06340	hypothetical protein,hypothetical protein	STM474_RS06340	NC_016857.1	WP_000487126.1	909946	NA	NA	STM474_RS06340,WP_000487126.1,RS06340	WP_000487126.1,hypothetical protein
STM474_RS06345	1311289	1311636	R	STM474_RS06345	DUF488 domain-containing protein,DUF488 domain-containing protein	STM474_RS06345	NC_016857.1	WP_001222527.1	909946	NA	NA	STM474_RS06345,WP_001222527.1,RS06345	WP_001222527.1,DUF488 domain-containing protein
STM474_RS06350	1311755	1312939	R	STM474_RS06350	CynX/NimT family MFS transporter,cyanate MFS transporter	STM474_RS06350	NC_016857.1	WP_000205341.1	909946	NA	NA	STM474_RS06350,WP_000205341.1,RS06350	WP_000205341.1,CynX/NimT family MFS transporter
STM474_RS06355	1313040	1313834	D	STM474_RS06355	helix-turn-helix transcriptional regulator,AraC family transcriptional regulator	STM474_RS06355	NC_016857.1	WP_000579793.1	909946	HTH_18	NIMR_ECOLI	STM474_RS06355,WP_000579793.1,RS06355,PF12833.6	WP_000579793.1,helix-turn-helix transcriptional regulator,HTH_18
STM474_RS06360	1313814	1314260	R	STM474_RS06360	DUF441 domain-containing protein,DUF441 domain-containing protein	STM474_RS06360	NC_016857.1	WP_000460698.1	909946	NA	NA	STM474_RS06360,WP_000460698.1,RS06360	WP_000460698.1,DUF441 domain-containing protein
STM474_RS06365	1314466	1314573	D	STM474_RS06365	hypothetical protein,hypothetical protein	STM474_RS06365	NC_016857.1	WP_000272241.1	909946	NA	NA	STM474_RS06365,WP_000272241.1,RS06365	WP_000272241.1,hypothetical protein
STM474_RS06370	1314570	1315088	R	STM474_RS06370	YbaK/prolyl-tRNA synthetase associated domain-containing protein,YbaK/prolyl-tRNA synthetase associated domain-containing protein	STM474_RS06370	NC_016857.1	WP_000829539.1	909946	NA	NA	STM474_RS06370,WP_000829539.1,RS06370	WP_000829539.1,YbaK/prolyl-tRNA synthetase associated domain-containing protein
STM474_RS06375	1315138	1316631	R	STM474_RS06375	GGDEF domain-containing protein,GGDEF domain-containing protein	STM474_RS06375	NC_016857.1	WP_001048646.1	909946	NA	NA	STM474_RS06375,WP_001048646.1,RS06375	WP_001048646.1,GGDEF domain-containing protein
STM474_RS27245	1316925	1317122	NA	STM474_RS27245	hypothetical protein	STM474_RS27245	NA	NA	NA	NA	NA	STM474_RS27245,RS27245	hypothetical protein
STM474_RS06380	1317272	1318558	R	STM474_RS06380	YeaH/YhbH family protein,hypothetical protein	STM474_RS06380	NC_016857.1	WP_000219714.1	909946	NA	NA	STM474_RS06380,WP_000219714.1,RS06380	WP_000219714.1,YeaH/YhbH family protein
STM474_RS06385	1318681	1320615	R	yeaG	protein kinase YeaG,PrkA family serine protein kinase	yeaG	NC_016857.1	WP_001518010.1	909946	NA	NA	STM474_RS06385,yeaG,WP_001518010.1,RS06385	WP_001518010.1,protein kinase YeaG,YeaG
STM474_RS06390	1321042	1321788	D	STM474_RS06390	MipA/OmpV family protein,MipA/OmpV family protein	STM474_RS06390	NC_016857.1	WP_000163762.1	909946	NA	NA	STM474_RS06390,WP_000163762.1,RS06390	WP_000163762.1,MipA/OmpV family protein
STM474_RS06395	1322078	1323274	D	STM474_RS06395	anaerobic sulfatase maturase,anaerobic sulfatase maturase	STM474_RS06395	NC_016857.1	WP_000029246.1	909946	NA	NA	STM474_RS06395,WP_000029246.1,RS06395	WP_000029246.1,anaerobic sulfatase maturase
STM474_RS06400	1323371	1324228	D	STM474_RS06400	aldo/keto reductase,aldo/keto reductase	STM474_RS06400	NC_016857.1	WP_000843751.1	909946	NA	NA	STM474_RS06400,WP_000843751.1,RS06400	WP_000843751.1,aldo/keto reductase
STM474_RS06405	1324327	1325211	R	STM474_RS06405	D-hexose-6-phosphate mutarotase,D-hexose-6-phosphate mutarotase	STM474_RS06405	NC_016857.1	WP_000608662.1	909946	NA	NA	STM474_RS06405,WP_000608662.1,RS06405	WP_000608662.1,D-hexose-6-phosphate mutarotase
STM474_RS06410	1325546	1326541	R	gapA	glyceraldehyde-3-phosphate dehydrogenase,aldehyde dehydrogenase	gapA	NC_016857.1	WP_000153505.1	909946	NA	NA	STM474_RS06410,gapA,WP_000153505.1,RS06410	WP_000153505.1,GapA,glyceraldehyde-3-phosphate dehydrogenase
STM474_RS06415	1326883	1327296	D	msrB	peptide-methionine (R)-S-oxide reductase MsrB,peptide-methionine (R)-S-oxide reductase	msrB	NC_016857.1	WP_000102941.1	909946	NA	NA	STM474_RS06415,msrB,WP_000102941.1,RS06415	WP_000102941.1,MsrB,peptide-methionine (R)-S-oxide reductase MsrB
STM474_RS06420	1327338	1327616	D	STM474_RS06420	YeaC family protein,DUF1315 domain-containing protein	STM474_RS06420	NC_016857.1	WP_001046864.1	909946	NA	NA	STM474_RS06420,WP_001046864.1,RS06420	WP_001046864.1,YeaC family protein
STM474_RS06425	1327968	1328624	R	pncA	bifunctional nicotinamidase/pyrazinamidase,bifunctional nicotinamidase/pyrazinamidase	ansA // pncA	NC_016857.1	WP_000184708.1	909946	NA	NA	STM474_RS06425,pncA,WP_000184708.1,RS06425	WP_000184708.1,bifunctional nicotinamidase/pyrazinamidase,PncA
STM474_RS06430	1328651	1329667	R	ansA	asparaginase,L-asparaginase 1	ansA // pncA	NC_016857.1	WP_001170134.1	909946	NA	NA	STM474_RS06430,ansA,WP_001170134.1,RS06430	WP_001170134.1,AnsA,asparaginase
STM474_RS06435	1329763	1331619	R	sppA	signal peptide peptidase SppA,signal peptide peptidase SppA	sppA	NC_016857.1	WP_001259876.1	909946	NA	NA	STM474_RS06435,sppA,WP_001259876.1,RS06435	WP_001259876.1,signal peptide peptidase SppA,SppA
STM474_RS06440	1331793	1332344	D	STM474_RS06440	NAD(P)H nitroreductase,NAD(P)H nitroreductase	STM474_RS06440	NC_016857.1	WP_000339313.1	909946	NA	NA	STM474_RS06440,WP_000339313.1,RS06440	WP_000339313.1,NAD(P)H nitroreductase
STM474_RS06445	1332462	1333505	D	selD	selenide, water dikinase SelD,selenide, water dikinase SelD	topB // selD	NC_016857.1	WP_001294900.1	909946	NA	NA	STM474_RS06445,selD,WP_001294900.1,RS06445	WP_001294900.1, water dikinase SelD,SelD,selenide
STM474_RS06450	1333510	1335459	D	topB	DNA topoisomerase III,DNA topoisomerase III	topB // selD	NC_016857.1	WP_001235865.1	909946	NA	NA	STM474_RS06450,topB,WP_001235865.1,RS06450	WP_001235865.1,DNA topoisomerase III,TopB
STM474_RS06455	1335489	1336832	R	gdhA	NADP-specific glutamate dehydrogenase,glutamate dehydrogenase	gdhA	NC_016857.1	WP_000372869.1	909946	NA	NA	STM474_RS06455,gdhA,WP_000372869.1,RS06455	WP_000372869.1,GdhA,NADP-specific glutamate dehydrogenase
STM474_RS06460	1337071	1337346	D	STM474_RS06460	YnjH family protein,DUF1496 domain-containing protein	STM474_RS06460	NC_016857.1	WP_001254681.1	909946	NA	NA	STM474_RS06460,WP_001254681.1,RS06460	WP_001254681.1,YnjH family protein
STM474_RS06465	1337306	1337722	R	STM474_RS06465	pyrimidine (deoxy)nucleoside triphosphate diphosphatase,(deoxy)nucleoside triphosphate pyrophosphohydrolase	STM474_RS06465	NC_016857.1	WP_000592132.1	909946	NA	NA	STM474_RS06465,WP_000592132.1,RS06465	WP_000592132.1,pyrimidine (deoxy)nucleoside triphosphate diphosphatase
STM474_RS06470	1337795	1338601	R	xthA	exodeoxyribonuclease III,exodeoxyribonuclease III	xthA	NC_016857.1	WP_000673954.1	909946	NA	NA	STM474_RS06470,xthA,WP_000673954.1,RS06470	WP_000673954.1,exodeoxyribonuclease III,XthA
STM474_RS06475	1339047	1340273	D	STM474_RS06475	aspartate aminotransferase family protein,succinylornithine aminotransferase	astE // astB // astD // astA // STM474_RS06475	NC_016857.1	WP_000059493.1	909946	NA	NA	STM474_RS06475,WP_000059493.1,RS06475	WP_000059493.1,aspartate aminotransferase family protein
STM474_RS06480	1340264	1341298	D	astA	arginine N-succinyltransferase,arginine N-succinyltransferase	astE // astB // astD // astA // STM474_RS06475	NC_016857.1	WP_001263889.1	909946	NA	NA	STM474_RS06480,astA,WP_001263889.1,RS06480	WP_001263889.1,arginine N-succinyltransferase,AstA
STM474_RS06485	1341295	1342773	D	astD	succinylglutamate-semialdehyde dehydrogenase,N-succinylglutamate 5-semialdehyde dehydrogenase	astE // astB // astD // astA // STM474_RS06475	NC_016857.1	WP_000177268.1	909946	NA	NA	STM474_RS06485,astD,WP_000177268.1,RS06485	WP_000177268.1,AstD,succinylglutamate-semialdehyde dehydrogenase
STM474_RS06490	1342770	1344113	D	astB	N-succinylarginine dihydrolase,succinylarginine dihydrolase	astE // astB // astD // astA // STM474_RS06475	NC_016857.1	WP_000123952.1	909946	NA	NA	STM474_RS06490,astB,WP_000123952.1,RS06490	WP_000123952.1,AstB,N-succinylarginine dihydrolase
STM474_RS06495	1344106	1345074	D	astE	succinylglutamate desuccinylase,succinylglutamate desuccinylase	astE // astB // astD // astA // STM474_RS06475	NC_016857.1	WP_000368454.1	909946	NA	NA	STM474_RS06495,astE,WP_000368454.1,RS06495	WP_000368454.1,AstE,succinylglutamate desuccinylase
STM474_RS06500	1345410	1345895	D	spy	ATP-independent periplasmic protein-refolding chaperone,ATP-independent periplasmic protein-refolding chaperone	spy	NC_016857.1	WP_001228998.1	909946	NA	NA	STM474_RS06500,spy,WP_001228998.1,RS06500	WP_001228998.1,ATP-independent periplasmic protein-refolding chaperone,Spy
STM474_RS06505	1345970	1346851	R	cho	excinuclease Cho,excinuclease Cho	cho	NC_016857.1	WP_001064675.1	909946	NA	NA	STM474_RS06505,cho,WP_001064675.1,RS06505	WP_001064675.1,Cho,excinuclease Cho
STM474_RS06510	1346972	1347799	R	nadE	ammonia-dependent NAD(+) synthetase,NAD(+) synthetase	nadE	NC_016857.1	WP_000174981.1	909946	NA	NA	STM474_RS06510,nadE,WP_000174981.1,RS06510	WP_000174981.1,ammonia-dependent NAD(+) synthetase,NadE
STM474_RS06515	1348018	1348359	D	osmE	osmotically-inducible lipoprotein OsmE,transcriptional regulator	osmE	NC_016857.1	WP_001039301.1	909946	NA	NA	STM474_RS06515,osmE,WP_001039301.1,RS06515	WP_001039301.1,OsmE,osmotically-inducible lipoprotein OsmE
STM474_RS06520	1348660	1348980	D	chbB	PTS N,N'-diacetylchitobiose transporter subunit IIB,PTS sugar transporter subunit IIB	chbR // chbA // chbC // chbB	NC_016857.1	WP_000412161.1	909946	NA	NA	STM474_RS06520,chbB,WP_000412161.1,RS06520	WP_000412161.1,ChbB,N'-diacetylchitobiose transporter subunit IIB,PTS N
STM474_RS06525	1349063	1350421	D	chbC	PTS N,N'-diacetylchitobiose transporter subunit IIC,PTS N,N'-diacetylchitobiose transporter subunit IIC	chbR // chbA // chbC // chbB	NC_016857.1	WP_000073064.1	909946	NA	NA	STM474_RS06525,chbC,WP_000073064.1,RS06525	WP_000073064.1,ChbC,N'-diacetylchitobiose transporter subunit IIC,PTS N
STM474_RS06530	1350472	1350819	D	chbA	PTS N,N'-diacetylchitobiose transporter subunit IIA,PTS N'-diacetylchitobiose transporter subunit IIA	chbR // chbA // chbC // chbB	NC_016857.1	WP_000459883.1	909946	NA	NA	STM474_RS06530,chbA,WP_000459883.1,RS06530	WP_000459883.1,ChbA,N'-diacetylchitobiose transporter subunit IIA,PTS N
STM474_RS06535	1350830	1351672	D	chbR	transcriptional regulator ChbR,transcriptional regulator ChbR	chbR // chbA // chbC // chbB	NC_016857.1	WP_000983393.1	909946	NA	NA	STM474_RS06535,chbR,WP_000983393.1,RS06535	WP_000983393.1,ChbR,transcriptional regulator ChbR
STM474_RS06540	1351797	1353152	D	STM474_RS06540	6-phospho-beta-glucosidase,6-phospho-beta-glucosidase	chbG // STM474_RS06540	NC_016857.1	WP_000078785.1	909946	NA	NA	STM474_RS06540,WP_000078785.1,RS06540	WP_000078785.1,6-phospho-beta-glucosidase
STM474_RS06545	1353165	1353923	D	chbG	chitin disaccharide deacetylase,chitooligosaccharide deacetylase	chbG // STM474_RS06540	NC_016857.1	WP_000442738.1	909946	NA	NA	STM474_RS06545,chbG,WP_000442738.1,RS06545	WP_000442738.1,ChbG,chitin disaccharide deacetylase
STM474_RS06550	1353967	1356219	R	katE	catalase HPII,catalase HPII	katE	NC_016857.1	WP_000019119.1	909946	NA	NA	STM474_RS06550,katE,WP_000019119.1,RS06550	WP_000019119.1,catalase HPII,KatE
STM474_RS06555	1356584	1356826	D	cedA	cell division activator CedA,cell division activator CedA	cedA	NC_016857.1	WP_000977510.1	909946	NA	NA	STM474_RS06555,cedA,WP_000977510.1,RS06555	WP_000977510.1,CedA,cell division activator CedA
STM474_RS06560	1356928	1358319	R	tcyP	cystine/sulfocysteine:cation symporter,L-cystine transporter	tcyP	NC_016857.1	WP_001010662.1	909946	NA	NA	STM474_RS06560,tcyP,WP_001010662.1,RS06560	WP_001010662.1,cystine/sulfocysteine:cation symporter,TcyP
STM474_RS06565	1358456	1359055	R	STM474_RS06565	metal-dependent hydrolase,membrane protein	STM474_RS06565	NC_016857.1	WP_000505804.1	909946	NA	NA	STM474_RS06565,WP_000505804.1,RS06565	WP_000505804.1,metal-dependent hydrolase
STM474_RS06570	1359193	1359861	R	hxpB	hexitol phosphatase HxpB,2-deoxyglucose-6-phosphatase	hxpB	NC_016857.1	WP_000106848.1	909946	NA	NA	STM474_RS06570,hxpB,WP_000106848.1,RS06570	WP_000106848.1,hexitol phosphatase HxpB,HxpB
STM474_RS06575	1360010	1360546	D	STM474_RS06575	YniB family protein,hypothetical protein	STM474_RS06575	NC_016857.1	WP_000222158.1	909946	NA	NA	STM474_RS06575,WP_000222158.1,RS06575	WP_000222158.1,YniB family protein
STM474_RS06580	1360589	1361449	R	STM474_RS06580	fructosamine kinase family protein,fructosamine kinase family protein	STM474_RS06580	NC_016857.1	WP_000267686.1	909946	NA	NA	STM474_RS06580,WP_000267686.1,RS06580	WP_000267686.1,fructosamine kinase family protein
STM474_RS06585	1361556	1361846	R	ghoS	type V toxin-antitoxin system endoribonuclease antitoxin GhoS,endoribonuclease GhoS	ghoS	NC_016857.1	WP_000146127.1	909946	NA	NA	STM474_RS06585,ghoS,WP_000146127.1,RS06585	WP_000146127.1,GhoS,type V toxin-antitoxin system endoribonuclease antitoxin GhoS
STM474_RS06590	1361943	1362875	R	pfkB	6-phosphofructokinase II,6-phosphofructokinase II	pfkB	NC_016857.1	WP_000251707.1	909946	NA	NA	STM474_RS06590,pfkB,WP_000251707.1,RS06590	WP_000251707.1,1-phosphofructokinase,6-phosphofructokinase II,PfkB
STM474_RS06595	1363164	1363922	D	STM474_RS06595	YdiY family protein,DUF481 domain-containing protein	STM474_RS06595	NC_016857.1	WP_000770981.1	909946	NA	NA	STM474_RS06595,WP_000770981.1,RS06595	WP_000770981.1,YdiY family protein
STM474_RS06600	1363971	1364930	R	STM474_RS06600	lipid A deacylase LpxR family protein,DUF2219 domain-containing protein	STM474_RS06600	NC_016857.1	WP_001046438.1	909946	NA	NA	STM474_RS06600,WP_001046438.1,RS06600	WP_001046438.1,lipid A deacylase LpxR family protein
STM474_RS06605	1365073	1365387	D	STM474_RS06605	membrane protein,membrane protein	STM474_RS06610 // STM474_RS06605	NC_016857.1	WP_000916602.1	909946	NA	NA	STM474_RS06605,WP_000916602.1,RS06605	WP_000916602.1,membrane protein
STM474_RS06610	1365384	1366238	D	STM474_RS06610	DNA/RNA non-specific endonuclease,DNA/RNA non-specific endonuclease	STM474_RS06610 // STM474_RS06605	NC_016857.1	WP_001044098.1	909946	NA	NA	STM474_RS06610,WP_001044098.1,RS06610	WP_001044098.1,DNA/RNA non-specific endonuclease
STM474_RS06615	1366411	1366617	D	STM474_RS06615	hypothetical protein,hypothetical protein	STM474_RS06615	NC_016857.1	WP_011233063.1	909946	NA	NA	STM474_RS06615,WP_011233063.1,RS06615	WP_011233063.1,hypothetical protein
STM474_RS06620	1366940	1368163	R	STM474_RS06620	O-antigen polymerase,O-antigen polymerase	STM474_RS06620	NC_016857.1	WP_000905564.1	909946	NA	NA	STM474_RS06620,WP_000905564.1,RS06620	WP_000905564.1,O-antigen polymerase
STM474_RS06625	1369055	1370983	D	thrS	threonine--tRNA ligase,threonine--tRNA ligase	infC // thrS	NC_016857.1	WP_001144223.1	909946	NA	NA	STM474_RS06625,thrS,WP_001144223.1,RS06625	WP_001144223.1,threonine--tRNA ligase,ThrS
STM474_RS06630	1370987	1371529	D	infC	translation initiation factor IF-3,translation initiation factor IF-3	infC // thrS	NC_016857.1	WP_001574431.1	909946	NA	NA	STM474_RS06630,infC,WP_001574431.1,RS06630	WP_001574431.1,InfC,translation initiation factor IF-3
STM474_RS06635	1371625	1371822	D	rpmI	50S ribosomal protein L35,50S ribosomal protein L35	rpmI	NC_016857.1	WP_001124225.1	909946	NA	NA	STM474_RS06635,rpmI,WP_001124225.1,RS06635	WP_001124225.1,50S ribosomal protein L35,RpmI
STM474_RS06640	1371873	1372229	D	rplT	50S ribosomal protein L20,50S ribosomal protein L20	rplT	NC_016857.1	WP_000124850.1	909946	NA	NA	STM474_RS06640,rplT,WP_000124850.1,RS06640	WP_000124850.1,50S ribosomal protein L20,RplT
STM474_RS26960	1372350	1372394	NA	pheM	pheST operon leader peptide PheM	ihfA // pheT // pheS // pheM	NA	NA	NA	NA	NA	STM474_RS26960,pheM,RS26960	PheM,pheST operon leader peptide PheM
