gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
SL1344_RS01385	313924	314466	D	SL1344_RS01385	type VI secretion system contractile sheath small subunit,type VI secretion system contractile sheath small subunit	SL1344_RS01390 // SL1344_RS01385	NC_016810.1	WP_000996817.1	216597	NA	NA	SL1344_RS01385,WP_000996817.1,RS01385	WP_000996817.1,type VI secretion system contractile sheath small subunit
SL1344_RS01390	314490	315983	D	SL1344_RS01390	type VI secretion system contractile sheath large subunit,type VI secretion system contractile sheath large subunit	SL1344_RS01390 // SL1344_RS01385	NC_016810.1	WP_000013879.1	216597	NA	NA	SL1344_RS01390,WP_000013879.1,RS01390	WP_000013879.1,type VI secretion system contractile sheath large subunit
SL1344_RS26505	316046	316156	D	SL1344_RS26505	invasol SirA,invasol SirA	SL1344_RS26505	NC_016810.1	WP_010988967.1	216597	NA	NA	SL1344_RS26505,WP_010988967.1,RS26505	WP_010988967.1,invasol SirA
SL1344_RS01395	316283	316615	D	SL1344_RS01395	hypothetical protein,hypothetical protein	SL1344_RS01395	NC_016810.1	WP_014344502.1	216597	NA	NA	SL1344_RS01395,WP_014344502.1,RS01395	WP_014344502.1,hypothetical protein
SL1344_RS01400	316869	317354	D	SL1344_RS01400	type VI secretion system effector,type VI secretion system effector	SL1344_RS26510 // SL1344_RS01400	NC_016810.1	WP_000312802.1	216597	NA	NA	SL1344_RS01400,WP_000312802.1,RS01400	WP_000312802.1,type VI secretion system effector
SL1344_RS26510	317374	317529	D	SL1344_RS26510	hypothetical protein,hypothetical protein	SL1344_RS26510 // SL1344_RS01400	NC_016810.1	WP_001541860.1	216597	NA	NA	SL1344_RS26510,WP_001541860.1,RS26510	WP_001541860.1,hypothetical protein
SL1344_RS01405	317659	318144	D	SL1344_RS01405	hypothetical protein,hypothetical protein	SL1344_RS01410 // SL1344_RS01405	NC_016810.1	WP_001081550.1	216597	NA	NA	SL1344_RS01405,WP_001081550.1,RS01405	WP_001081550.1,hypothetical protein
SL1344_RS01410	318129	318512	D	SL1344_RS01410	hypothetical protein,hypothetical protein	SL1344_RS01410 // SL1344_RS01405	NC_016810.1	WP_000379146.1	216597	NA	NA	SL1344_RS01410,WP_000379146.1,RS01410	WP_000379146.1,hypothetical protein
SL1344_RS01415	318655	319140	D	SL1344_RS01415	type VI secretion system tube protein Hcp,type VI secretion system tube protein Hcp	SL1344_RS01415	NC_016810.1	WP_000119443.1	216597	NA	NA	SL1344_RS01415,WP_000119443.1,RS01415	WP_000119443.1,type VI secretion system tube protein Hcp
SL1344_RS01420	319207	319743	D	SL1344_RS01420	type VI secretion system lipoprotein TssJ,type VI secretion system lipoprotein TssJ	SL1344_RS01435 // SL1344_RS01430 // SL1344_RS01425 // SL1344_RS01420	NC_016810.1	WP_001007106.1	216597	NA	NA	SL1344_RS01420,WP_001007106.1,RS01420	WP_001007106.1,type VI secretion system lipoprotein TssJ
SL1344_RS01425	319747	321090	D	SL1344_RS01425	type VI secretion system baseplate subunit TssK,type VI secretion system baseplate subunit TssK	SL1344_RS01435 // SL1344_RS01430 // SL1344_RS01425 // SL1344_RS01420	NC_016810.1	WP_000118732.1	216597	NA	NA	SL1344_RS01425,WP_000118732.1,RS01425	WP_000118732.1,type VI secretion system baseplate subunit TssK
SL1344_RS01430	321087	322391	D	SL1344_RS01430	type VI secretion system protein TssL,type VI secretion system protein TssL	SL1344_RS01435 // SL1344_RS01430 // SL1344_RS01425 // SL1344_RS01420	NC_016810.1	WP_000132483.1	216597	NA	NA	SL1344_RS01430,WP_000132483.1,RS01430	WP_000132483.1,type VI secretion system protein TssL
SL1344_RS01435	322396	323169	D	SL1344_RS01435	membrane protein,membrane protein	SL1344_RS01435 // SL1344_RS01430 // SL1344_RS01425 // SL1344_RS01420	NC_016810.1	WP_000976553.1	216597	NA	NA	SL1344_RS01435,WP_000976553.1,RS01435	WP_000976553.1,membrane protein
SL1344_RS24930	323176	323403	R	SL1344_RS24930	hypothetical protein,hypothetical protein	SL1344_RS24930	NC_016810.1	WP_071526812.1	216597	NA	NA	SL1344_RS24930,WP_071526812.1,RS24930	WP_071526812.1,hypothetical protein
SL1344_RS01440	323372	323803	D	SL1344_RS01440	Shiga toxin A subunit,Shiga toxin A subunit	SL1344_RS01460 // SL1344_RS01455 // SL1344_RS01450 // icmF // SL1344_RS01440	NC_016810.1	WP_000227044.1	216597	NA	NA	SL1344_RS01440,WP_000227044.1,RS01440	WP_000227044.1,Shiga toxin A subunit
SL1344_RS01445	323837	327706	D	icmF	type VI secretion system membrane subunit TssM,type VI secretion system membrane subunit TssM	SL1344_RS01460 // SL1344_RS01455 // SL1344_RS01450 // icmF // SL1344_RS01440	NC_016810.1	WP_001168956.1	216597	NA	NA	SL1344_RS01445,icmF,WP_001168956.1,RS01445	WP_001168956.1,IcmF,type VI secretion system membrane subunit TssM
SL1344_RS01450	327706	328494	D	SL1344_RS01450	DUF2094 domain-containing protein,DUF2094 domain-containing protein	SL1344_RS01460 // SL1344_RS01455 // SL1344_RS01450 // icmF // SL1344_RS01440	NC_016810.1	WP_001254137.1	216597	NA	NA	SL1344_RS01450,WP_001254137.1,RS01450	WP_001254137.1,DUF2094 domain-containing protein
SL1344_RS01455	328491	328907	D	SL1344_RS01455	DUF2195 domain-containing protein,DUF2195 domain-containing protein	SL1344_RS01460 // SL1344_RS01455 // SL1344_RS01450 // icmF // SL1344_RS01440	NC_016810.1	WP_001596567.1	216597	NA	NA	SL1344_RS01455,WP_001596567.1,RS01455	WP_001596567.1,DUF2195 domain-containing protein
SL1344_RS01460	328931	329452	D	SL1344_RS01460	DUF2778 domain-containing protein,DUF2778 domain-containing protein	SL1344_RS01460 // SL1344_RS01455 // SL1344_RS01450 // icmF // SL1344_RS01440	NC_016810.1	WP_000968384.1	216597	NA	NA	SL1344_RS01460,WP_000968384.1,RS01460	WP_000968384.1,DUF2778 domain-containing protein
SL1344_RS24935	329594	329803	D	SL1344_RS24935	hypothetical protein,hypothetical protein	SL1344_RS24935	NC_016810.1	WP_001751266.1	216597	NA	NA	SL1344_RS24935,WP_001751266.1,RS24935	WP_001751266.1,hypothetical protein
SL1344_RS01465	329849	332038	D	SL1344_RS01465	type VI secretion system tip protein VgrG,type VI secretion system tip protein VgrG	SL1344_RS01480 // SL1344_RS01475 // SL1344_RS01470 // SL1344_RS01465	NC_016810.1	WP_000011535.1	216597	NA	NA	SL1344_RS01465,WP_000011535.1,RS01465	WP_000011535.1,type VI secretion system tip protein VgrG
SL1344_RS01470	332062	332508	D	SL1344_RS01470	DUF1795 domain-containing protein,DUF1795 domain-containing protein	SL1344_RS01480 // SL1344_RS01475 // SL1344_RS01470 // SL1344_RS01465	NC_016810.1	WP_000375832.1	216597	NA	NA	SL1344_RS01470,WP_000375832.1,RS01470	WP_000375832.1,DUF1795 domain-containing protein
SL1344_RS01475	332527	336123	D	SL1344_RS01475	hypothetical protein,hypothetical protein	SL1344_RS01480 // SL1344_RS01475 // SL1344_RS01470 // SL1344_RS01465	NC_016810.1	WP_000272655.1	216597	NA	NA	SL1344_RS01475,WP_000272655.1,RS01475	WP_000272655.1,hypothetical protein
SL1344_RS01480	336117	336380	D	SL1344_RS01480	hypothetical protein,hypothetical protein	SL1344_RS01480 // SL1344_RS01475 // SL1344_RS01470 // SL1344_RS01465	NC_016810.1	WP_000932531.1	216597	NA	NA	SL1344_RS01480,WP_000932531.1,RS01480	WP_000932531.1,hypothetical protein
SL1344_RS01485	336573	337313	D	SL1344_RS01485	type IV secretion protein Rhs,type IV secretion protein Rhs	SL1344_RS01490 // SL1344_RS01485	NC_016810.1	WP_001541863.1	216597	NA	NA	SL1344_RS01485,WP_001541863.1,RS01485	WP_001541863.1,type IV secretion protein Rhs
SL1344_RS01490	337307	337753	D	SL1344_RS01490	hypothetical protein,hypothetical protein	SL1344_RS01490 // SL1344_RS01485	NC_016810.1	WP_000935097.1	216597	NA	NA	SL1344_RS01490,WP_000935097.1,RS01490	WP_000935097.1,hypothetical protein
SL1344_RS01495	338316	338753	D	SL1344_RS01495	hypothetical protein,hypothetical protein	SL1344_RS01495	NC_016810.1	WP_000943619.1	216597	NA	NA	SL1344_RS01495,WP_000943619.1,RS01495	WP_000943619.1,hypothetical protein
SL1344_RS01500	338806	339081	R	SL1344_RS01500	type I addiction module toxin, SymE family,type I addiction module toxin, SymE family	SL1344_RS01500	NC_016810.1	WP_000994224.1	216597	NA	NA	SL1344_RS01500,WP_000994224.1,RS01500	WP_000994224.1, SymE family,type I addiction module toxin
SL1344_RS26515	339266	339439	D	SL1344_RS26515	hypothetical protein,hypothetical protein	SL1344_RS26515	NC_016810.1	WP_088131292.1	216597	NA	NA	SL1344_RS26515,WP_088131292.1,RS26515	WP_088131292.1,hypothetical protein
SL1344_RS01505	339522	339830	D	SL1344_RS01505	hypothetical protein,hypothetical protein	SL1344_RS01505	NC_016810.1	WP_010988969.1	216597	NA	NA	SL1344_RS01505,WP_010988969.1,RS01505	WP_010988969.1,hypothetical protein
SL1344_RS24945	339932	340180	R	SL1344_RS24945	type I toxin-antitoxin system SymE family toxin,type I toxin-antitoxin system SymE family toxin	SL1344_RS24945	NC_016810.1	WP_001738030.1	216597	NA	NA	SL1344_RS24945,WP_001738030.1,RS24945	WP_001738030.1,type I toxin-antitoxin system SymE family toxin
SL1344_RS26520	340233	340937	D	SL1344_RS26520	hypothetical protein	SL1344_RS26520	NC_016810.1	NA	216597	NA	NA	SL1344_RS26520,RS26520	
SL1344_RS01525	341687	342199	D	SL1344_RS01525	Saf-pilin pilus formation protein SafA,Saf-pilin pilus formation protein SafA	SL1344_RS01525	NC_016810.1	WP_010988970.1	216597	NA	NA	SL1344_RS01525,WP_010988970.1,RS01525	WP_010988970.1,Saf-pilin pilus formation protein SafA
SL1344_RS01530	342283	343020	D	SL1344_RS01530	pili assembly chaperone protein SafB,pili assembly chaperone protein SafB	SL1344_RS01540 // SL1344_RS01535 // SL1344_RS01530	NC_016810.1	WP_001535430.1	216597	NA	NA	SL1344_RS01530,WP_001535430.1,RS01530	WP_001535430.1,pili assembly chaperone protein SafB
SL1344_RS01535	343044	345554	D	SL1344_RS01535	fimbrial biogenesis outer membrane usher protein,fimbrial biogenesis outer membrane usher protein	SL1344_RS01540 // SL1344_RS01535 // SL1344_RS01530	NC_016810.1	WP_000669634.1	216597	NA	NA	SL1344_RS01535,WP_000669634.1,RS01535	WP_000669634.1,fimbrial biogenesis outer membrane usher protein
SL1344_RS01540	345576	346046	D	SL1344_RS01540	pilin structural protein SafD,pilin structural protein SafD	SL1344_RS01540 // SL1344_RS01535 // SL1344_RS01530	NC_016810.1	WP_000266939.1	216597	NA	NA	SL1344_RS01540,WP_000266939.1,RS01540	WP_000266939.1,pilin structural protein SafD
SL1344_RS01545	346452	347273	D	SL1344_RS01545	carbohydrate transporter,carbohydrate transporter	SL1344_RS01545	NC_016810.1	WP_000119390.1	216597	NA	NA	SL1344_RS01545,WP_000119390.1,RS01545	WP_000119390.1,carbohydrate transporter
SL1344_RS01550	347353	347613	D	SL1344_RS01550	transcriptional activator PerC,transcriptional activator PerC	SL1344_RS01550	NC_016810.1	WP_001550229.1	216597	PerC	-	SL1344_RS01550,WP_001550229.1,RS01550,PF06069.10	WP_001550229.1,transcriptional activator PerC,PerC
SL1344_RS01560	348088	349035	D	SL1344_RS01560	transcriptional regulator,transcriptional regulator	SL1344_RS01560	NC_016810.1	WP_000970302.1	216597	HTH_1	-	SL1344_RS01560,WP_000970302.1,RS01560,PF00126.26	WP_000970302.1,transcriptional regulator,HTH_1
SL1344_RS01565	349152	349367	D	SL1344_RS01565	hypothetical protein,hypothetical protein	SL1344_RS01565	NC_016810.1	WP_001575654.1	216597	NA	NA	SL1344_RS01565,WP_001575654.1,RS01565	WP_001575654.1,hypothetical protein
SL1344_RS01570	349371	350090	R	pagN	outer membrane protein PagN,outer membrane protein PagN	pagN	NC_016810.1	WP_000787603.1	216597	NA	NA	SL1344_RS01570,pagN,WP_000787603.1,RS01570	WP_000787603.1,outer membrane protein PagN,PagN
SL1344_RS01575	350421	350828	R	SL1344_RS01575	hypothetical protein,hypothetical protein	SL1344_RS01575	NC_016810.1	WP_000788200.1	216597	NA	NA	SL1344_RS01575,WP_000788200.1,RS01575	WP_000788200.1,hypothetical protein
SL1344_RS26940	350876	351104	D	SL1344_RS26940	hypothetical protein	SL1344_RS26940	NC_016810.1	NA	216597	NA	NA	SL1344_RS26940,RS26940	
SL1344_RS01580	351199	351966	R	SL1344_RS01580	amidohydrolase,amidohydrolase	SL1344_RS01580	NC_016810.1	WP_000015789.1	216597	NA	NA	SL1344_RS01580,WP_000015789.1,RS01580	WP_000015789.1,amidohydrolase
SL1344_RS01585	352075	354519	R	fadE	acyl-CoA dehydrogenase,acyl-CoA dehydrogenase	fadE	NC_016810.1	WP_000973041.1	216597	NA	NA	SL1344_RS01585,fadE,WP_000973041.1,RS01585	WP_000973041.1,acyl-CoA dehydrogenase,FadE
SL1344_RS01590	354759	355337	D	gmhA	phosphoheptose isomerase,phosphoheptose isomerase	gmhA	NC_016810.1	WP_000284051.1	216597	NA	NA	SL1344_RS01590,gmhA,WP_000284051.1,RS01590	WP_000284051.1,GmhA,phosphoheptose isomerase
SL1344_RS01595	355550	356317	D	SL1344_RS01595	class II glutamine amidotransferase,class II glutamine amidotransferase	SL1344_RS01595	NC_016810.1	WP_000333387.1	216597	NA	NA	SL1344_RS01595,WP_000333387.1,RS01595	WP_000333387.1,class II glutamine amidotransferase
SL1344_RS01600	356288	357028	R	SL1344_RS01600	transpeptidase,transpeptidase	SL1344_RS01600	NC_016810.1	WP_001225658.1	216597	NA	NA	SL1344_RS01600,WP_001225658.1,RS01600	WP_001225658.1,transpeptidase
SL1344_RS01605	357278	358333	D	SL1344_RS01605	DNA polymerase IV,DNA polymerase IV	SL1344_RS01605	NC_016810.1	WP_001226198.1	216597	NA	NA	SL1344_RS01605,WP_001226198.1,RS01605	WP_001226198.1,DNA polymerase IV
SL1344_RS01610	358552	359684	D	SL1344_RS01610	RNA ligase RtcB family protein	SL1344_RS01615 // SL1344_RS01610	NC_016810.1	NA	216597	NA	NA	SL1344_RS01610,RS01610	
SL1344_RS01615	359681	360295	D	SL1344_RS01615	peptide chain release factor H,peptide chain release factor H	SL1344_RS01615 // SL1344_RS01610	NC_016810.1	WP_000602086.1	216597	NA	NA	SL1344_RS01615,WP_000602086.1,RS01615	WP_000602086.1,peptide chain release factor H
SL1344_RS01620	360451	361908	R	SL1344_RS01620	cytosol nonspecific dipeptidase,cytosol nonspecific dipeptidase	SL1344_RS01620	NC_016810.1	WP_001292977.1	216597	NA	NA	SL1344_RS01620,WP_001292977.1,RS01620	WP_001292977.1,cytosol nonspecific dipeptidase
SL1344_RS01625	362157	362615	D	SL1344_RS01625	xanthine phosphoribosyltransferase,xanthine phosphoribosyltransferase	SL1344_RS01625	NC_016810.1	WP_001292018.1	216597	NA	NA	SL1344_RS01625,WP_001292018.1,RS01625	WP_001292018.1,xanthine phosphoribosyltransferase
SL1344_RS01630	362704	363948	D	SL1344_RS01630	esterase,esterase	SL1344_RS01630	NC_016810.1	WP_000189588.1	216597	NA	NA	SL1344_RS01630,WP_000189588.1,RS01630	WP_000189588.1,esterase
SL1344_RS01635	364006	364407	D	SL1344_RS01635	sigma factor-binding protein Crl,sigma factor-binding protein Crl	SL1344_RS01635	NC_016810.1	WP_000174696.1	216597	Crl	-	SL1344_RS01635,WP_000174696.1,RS01635,PF07417.11	WP_000174696.1,sigma factor-binding protein Crl,Crl
SL1344_RS01640	364458	365510	R	SL1344_RS01640	phosphoporin PhoE,phosphoporin PhoE	SL1344_RS01640	NC_016810.1	WP_001043675.1	216597	NA	NA	SL1344_RS01640,WP_001043675.1,RS01640	WP_001043675.1,phosphoporin PhoE
SL1344_RS01645	365793	366896	D	SL1344_RS01645	glutamate 5-kinase,glutamate 5-kinase	proA // SL1344_RS01645	NC_016810.1	WP_001285275.1	216597	NA	NA	SL1344_RS01645,WP_001285275.1,RS01645	WP_001285275.1,glutamate 5-kinase
SL1344_RS01650	366908	368158	D	proA	gamma-glutamyl-phosphate reductase,gamma-glutamyl-phosphate reductase	proA // SL1344_RS01645	NC_016810.1	WP_000893231.1	216597	NA	NA	SL1344_RS01650,proA,WP_000893231.1,RS01650	WP_000893231.1,gamma-glutamyl-phosphate reductase,ProA
SL1344_RS01655	368274	368349	NA	SL1344_RS01655	tRNA-Thr	SL1344_RS01655	NA	NA	NA	NA	NA	SL1344_RS01655,RS01655	
SL1344_RS01660	368612	369391	R	SL1344_RS01660	IS3 family transposase	SL1344_RS01660	NC_016810.1	NA	216597	NA	NA	SL1344_RS01660,RS01660	
SL1344_RS24950	369393	370107	D	SL1344_RS24950	diol dehydratase reactivase subunit alpha	SL1344_RS24950	NC_016810.1	NA	216597	NA	NA	SL1344_RS24950,RS24950	
SL1344_RS01675	370217	370540	D	SL1344_RS01675	DUF1889 domain-containing protein,DUF1889 domain-containing protein	SL1344_RS01675	NC_016810.1	WP_001539227.1	216597	NA	NA	SL1344_RS01675,WP_001539227.1,RS01675	WP_001539227.1,DUF1889 domain-containing protein
SL1344_RS01680	370881	372119	D	SL1344_RS01680	MFS transporter,MFS transporter	SL1344_RS01680	NC_016810.1	WP_012543325.1	216597	NA	NA	SL1344_RS01680,WP_012543325.1,RS01680	WP_012543325.1,MFS transporter
SL1344_RS01685	372251	373672	D	leuC	3-isopropylmalate dehydratase large subunit	SL1344_RS01705 // SL1344_RS01700 // SL1344_RS01695 // leuD // leuC	NC_016810.1	NA	216597	NA	NA	SL1344_RS01685,leuC,RS01685	3-isopropylmalate dehydratase large subunit,LeuC
SL1344_RS01690	373674	374300	D	leuD	3-isopropylmalate dehydratase small subunit,3-isopropylmalate dehydratase small subunit	SL1344_RS01705 // SL1344_RS01700 // SL1344_RS01695 // leuD // leuC	NC_016810.1	WP_000379343.1	216597	NA	NA	SL1344_RS01690,leuD,WP_000379343.1,RS01690	WP_000379343.1,3-isopropylmalate dehydratase small subunit,LeuD
SL1344_RS01695	374315	375193	D	SL1344_RS01695	FAA hydrolase family protein,FAA hydrolase family protein	SL1344_RS01705 // SL1344_RS01700 // SL1344_RS01695 // leuD // leuC	NC_016810.1	WP_000780210.1	216597	NA	NA	SL1344_RS01695,WP_000780210.1,RS01695	WP_000780210.1,FAA hydrolase family protein
SL1344_RS01700	375193	376107	D	SL1344_RS01700	alpha/beta hydrolase,alpha/beta hydrolase	SL1344_RS01705 // SL1344_RS01700 // SL1344_RS01695 // leuD // leuC	NC_016810.1	WP_000105593.1	216597	NA	NA	SL1344_RS01700,WP_000105593.1,RS01700	WP_000105593.1,alpha/beta hydrolase
SL1344_RS01705	376141	377106	D	SL1344_RS01705	LysR family transcriptional regulator,LysR family transcriptional regulator	SL1344_RS01705 // SL1344_RS01700 // SL1344_RS01695 // leuD // leuC	NC_016810.1	WP_000859023.1	216597	HTH_1	TTDR_ECOLI	SL1344_RS01705,WP_000859023.1,RS01705,PF00126.26	WP_000859023.1,LysR family transcriptional regulator,HTH_1
SL1344_RS26525	377051	377323	R	SL1344_RS26525	hypothetical protein,hypothetical protein	SL1344_RS26525	NC_016810.1	WP_001675688.1	216597	NA	NA	SL1344_RS26525,WP_001675688.1,RS26525	WP_001675688.1,hypothetical protein
SL1344_RS01715	378014	378412	D	SL1344_RS01715	outer membrane protein,outer membrane protein	SL1344_RS01715	NC_016810.1	WP_000766837.1	216597	NA	NA	SL1344_RS01715,WP_000766837.1,RS01715	WP_000766837.1,outer membrane protein
SL1344_RS01720	378459	379217	R	SL1344_RS01720	fimbrial assembly chaperone StbE,fimbrial assembly chaperone StbE	SL1344_RS01735 // SL1344_RS01730 // SL1344_RS01725 // SL1344_RS01720	NC_016810.1	WP_001247039.1	216597	NA	NA	SL1344_RS01720,WP_001247039.1,RS01720	WP_001247039.1,fimbrial assembly chaperone StbE
SL1344_RS01725	379183	380508	R	SL1344_RS01725	fimbrial usher protein StbD,fimbrial usher protein StbD	SL1344_RS01735 // SL1344_RS01730 // SL1344_RS01725 // SL1344_RS01720	NC_016810.1	WP_000899100.1	216597	NA	NA	SL1344_RS01725,WP_000899100.1,RS01725	WP_000899100.1,fimbrial usher protein StbD
SL1344_RS01730	380513	383080	R	SL1344_RS01730	fimbrial biogenesis outer membrane usher protein,fimbrial biogenesis outer membrane usher protein	SL1344_RS01735 // SL1344_RS01730 // SL1344_RS01725 // SL1344_RS01720	NC_016810.1	WP_000075343.1	216597	NA	NA	SL1344_RS01730,WP_000075343.1,RS01730	WP_000075343.1,fimbrial biogenesis outer membrane usher protein
SL1344_RS01735	383064	383825	R	SL1344_RS01735	fimbrial chaperone protein StbB,fimbrial chaperone protein StbB	SL1344_RS01735 // SL1344_RS01730 // SL1344_RS01725 // SL1344_RS01720	NC_016810.1	WP_000781488.1	216597	NA	NA	SL1344_RS01735,WP_000781488.1,RS01735	WP_000781488.1,fimbrial chaperone protein StbB
SL1344_RS01740	383887	384423	R	SL1344_RS01740	type 1 fimbrial protein,type 1 fimbrial protein	SL1344_RS01740	NC_016810.1	WP_000062035.1	216597	NA	NA	SL1344_RS01740,WP_000062035.1,RS01740	WP_000062035.1,type 1 fimbrial protein
SL1344_RS24955	384526	384741	R	SL1344_RS24955	hypothetical protein,hypothetical protein	SL1344_RS24955	NC_016810.1	WP_071590654.1	216597	NA	NA	SL1344_RS24955,WP_071590654.1,RS24955	WP_071590654.1,hypothetical protein
SL1344_RS01745	385057	385821	D	SL1344_RS01745	membrane protein,membrane protein	SL1344_RS01745	NC_016810.1	WP_000968561.1	216597	NA	NA	SL1344_RS01745,WP_000968561.1,RS01745	WP_000968561.1,membrane protein
SL1344_RS26530	385794	386094	D	SL1344_RS26530	hypothetical protein	SL1344_RS26535 // SL1344_RS26530	NC_016810.1	NA	216597	NA	NA	SL1344_RS26530,RS26530	
SL1344_RS26535	386091	386294	D	SL1344_RS26535	hypothetical protein,hypothetical protein	SL1344_RS26535 // SL1344_RS26530	NC_016810.1	WP_000847579.1	216597	NA	NA	SL1344_RS26535,WP_000847579.1,RS26535	WP_000847579.1,hypothetical protein
SL1344_RS01755	386594	388168	D	SL1344_RS01755	cyclic diguanylate phosphodiesterase,cyclic diguanylate phosphodiesterase	SL1344_RS01755	NC_016810.1	WP_000868285.1	216597	NA	NA	SL1344_RS01755,WP_000868285.1,RS01755	WP_000868285.1,cyclic diguanylate phosphodiesterase
SL1344_RS01760	388268	389011	D	SL1344_RS01760	transcriptional regulator,transcriptional regulator	SL1344_RS01760	NC_016810.1	WP_000081378.1	216597	NA	NA	SL1344_RS01760,WP_000081378.1,RS01760	WP_000081378.1,transcriptional regulator
SL1344_RS01765	388984	389472	D	SL1344_RS01765	hypothetical protein,hypothetical protein	SL1344_RS01765	NC_016810.1	WP_000545421.1	216597	NA	NA	SL1344_RS01765,WP_000545421.1,RS01765	WP_000545421.1,hypothetical protein
SL1344_RS01770	389874	390398	D	SL1344_RS01770	membrane protein,membrane protein	SL1344_RS01770	NC_016810.1	WP_000830238.1	216597	NA	NA	SL1344_RS01770,WP_000830238.1,RS01770	WP_000830238.1,membrane protein
SL1344_RS01775	390542	391183	D	SL1344_RS01775	helix-turn-helix transcriptional regulator,helix-turn-helix transcriptional regulator	SL1344_RS01780 // SL1344_RS01775	NC_016810.1	WP_000610820.1	216597	GerE	-	SL1344_RS01775,WP_000610820.1,RS01775,PF00196.18	WP_000610820.1,helix-turn-helix transcriptional regulator,GerE
SL1344_RS01780	391194	391418	D	SL1344_RS01780	membrane protein,membrane protein	SL1344_RS01780 // SL1344_RS01775	NC_016810.1	WP_000737127.1	216597	NA	NA	SL1344_RS01780,WP_000737127.1,RS01780	WP_000737127.1,membrane protein
SL1344_RS01785	391476	391835	D	SL1344_RS01785	DUF4156 domain-containing protein,DUF4156 domain-containing protein	SL1344_RS01785	NC_016810.1	WP_000722978.1	216597	NA	NA	SL1344_RS01785,WP_000722978.1,RS01785	WP_000722978.1,DUF4156 domain-containing protein
SL1344_RS01790	391905	393416	R	SL1344_RS01790	multidrug transporter,multidrug transporter	SL1344_RS01800 // SL1344_RS01795 // SL1344_RS01790	NC_016810.1	WP_014343804.1	216597	NA	NA	SL1344_RS01790,WP_014343804.1,RS01790	WP_014343804.1,multidrug transporter
SL1344_RS01795	393379	396546	R	SL1344_RS01795	multidrug efflux RND transporter permease subunit,multidrug efflux RND transporter permease subunit	SL1344_RS01800 // SL1344_RS01795 // SL1344_RS01790	NC_016810.1	WP_000673160.1	216597	NA	NA	SL1344_RS01795,WP_000673160.1,RS01795	WP_000673160.1,multidrug efflux RND transporter permease subunit
SL1344_RS01800	396543	397769	R	SL1344_RS01800	MexE family multidrug efflux RND transporter periplasmic adaptor subunit,MexE family multidrug efflux RND transporter periplasmic adaptor subunit	SL1344_RS01800 // SL1344_RS01795 // SL1344_RS01790	NC_016810.1	WP_001254844.1	216597	NA	NA	SL1344_RS01800,WP_001254844.1,RS01800	WP_001254844.1,MexE family multidrug efflux RND transporter periplasmic adaptor subunit
SL1344_RS01805	398046	400334	D	SL1344_RS01805	copper-translocating P-type ATPase,copper-translocating P-type ATPase	cueR // SL1344_RS01805	NC_016810.1	WP_000083318.1	216597	NA	NA	SL1344_RS01805,WP_000083318.1,RS01805	WP_000083318.1,copper-translocating P-type ATPase
SL1344_RS01810	400346	400810	D	cueR	Cu(I)-responsive transcriptional regulator,Cu(I)-responsive transcriptional regulator	cueR // SL1344_RS01805	NC_016810.1	WP_001020583.1	216597	MerR	-	SL1344_RS01810,cueR,WP_001020583.1,RS01810,PF00376.22	WP_001020583.1,Cu(I)-responsive transcriptional regulator,CueR,MerR
SL1344_RS01815	400888	401082	D	SL1344_RS01815	copper chaperone,copper chaperone	SL1344_RS01815	NC_016810.1	WP_001159470.1	216597	NA	NA	SL1344_RS01815,WP_001159470.1,RS01815	WP_001159470.1,copper chaperone
SL1344_RS01825	401375	402628	D	SL1344_RS01825	MFS transporter,MFS transporter	SL1344_RS01825	NC_016810.1	WP_000288496.1	216597	NA	NA	SL1344_RS01825,WP_000288496.1,RS01825	WP_000288496.1,MFS transporter
SL1344_RS01830	402817	404775	D	SL1344_RS01830	type III restriction-modification system StyLTI enzyme mod,type III restriction-modification system StyLTI enzyme mod	SL1344_RS01835 // SL1344_RS01830	NC_016810.1	WP_000910371.1	216597	NA	NA	SL1344_RS01830,WP_000910371.1,RS01830	WP_000910371.1,type III restriction-modification system StyLTI enzyme mod
SL1344_RS01835	404785	407757	D	SL1344_RS01835	type III restriction endonuclease StyLTI,type III restriction endonuclease StyLTI	SL1344_RS01835 // SL1344_RS01830	NC_016810.1	WP_001651666.1	216597	NA	NA	SL1344_RS01835,WP_001651666.1,RS01835	WP_001651666.1,type III restriction endonuclease StyLTI
SL1344_RS01840	408034	408135	D	SL1344_RS01840	hypothetical protein,hypothetical protein	SL1344_RS01840	NC_016810.1	WP_000934834.1	216597	NA	NA	SL1344_RS01840,WP_000934834.1,RS01840	WP_000934834.1,hypothetical protein
SL1344_RS01845	408252	409655	D	SL1344_RS01845	cytochrome ubiquinol oxidase subunit I,cytochrome ubiquinol oxidase subunit I	SL1344_RS01855 // cydB // SL1344_RS01845	NC_016810.1	WP_000393711.1	216597	NA	NA	SL1344_RS01845,WP_000393711.1,RS01845	WP_000393711.1,cytochrome ubiquinol oxidase subunit I
